,Review Header,Reviews,Ratings
4684,Good quality product,Well... Now there are better phones available for cheaper price...,4.0
4685,Unsatisfactory,worst phone I ever got it .,1.0
4686,Best in the market!,Poor everything...,5.0
4687,Did not meet expectations,very poor quality product by Xiaomi... don't expect this by such a good brand ...my phone display got broken just by a simple fall from hand.... they are claiming gorilla glass and ALLL..bla.bla bla.....and still by simple fall how can a so called premium quality phone display broken... very poor ... don't buy this ..and other Xiaomi product,1.0
4688,Worthless,so large display,1.0
4689,Useless product,"awesome product:-pros:-display 9/10front camera10/10back camera 9/10battery 10/10miui 10/10rame management 9.5/10cons:-speaker is little bit slower,chraging speed is slow,no usb type-c,in pubg there is not any hd settings😡😠😠😠acc. to me 9.5/10 to this productsuperb product looking also awesome 😎😎😎battery is too much long lasting while watching movies😉😉😉😉best phone in this price range",1.0
4690,Utterly Disappointed,worst mobile Cost High Less Features Waste Brand,1.0
4691,Beast.,"Excellent phone under this price range,Pro's:Awesome Dual CameraSuperfast ProcessorMagnificent displayBig Battery lifeLighting fast MIUI. And last but not the least:The backcover which comes in the box fits perfectly😃Cons::Error 404: no cons found😎 Do drop a like👍",4.0
4692,Worst experience ever!,Worst phone comparing to Asus max m1 pro is better,1.0
4693,Fair,a good phone at the available price of 14000. But didnot expect its rate would go upto 15000 so suddenly. Not up to the mark as per hyped it is . display is really bad as i am a samsung user i am not satisfied with redmi display. Other features are quiet good and camera doesnot have much options like adjusting the ISO or slowmotion etc.,3.0
4694,Not recommended at all,"FLIPKART DELIVERY IS BESTBUT RED MI PRO PHONE IS VERY BAD AS IT WAS 13,999NOW INCREASE TO14,999HANGS MOST OF TIMEBATTERIES DRAIN FASTSLOWLY CHARGE 3.5 HRSCAMERA AVERAGENEVER BUY FOR14999BEST TO BUY ASUS MAX M1 PROBEST",1.0
4695,Utterly Disappointed,data doesn't syncing over jio sim.. I'm facing so many trouble..mi said to replace from flipkart..,1.0
4696,Worst experience ever!,"UI 4/10.  if UI was near to stock android then the usage experience would have been sufficient.camera 7/10. as tech channel boasts, both camera  are not so awesome, they are just good.CPU 8/10.  lags some time, when you are into heavy gaming.battery 7.5/10.  the display uses the battery a lot.",1.0
4697,Terrific,flipkart delivered on next day itself . writing this review after 4 days of usage best budget phone under 15k with all specs cons1.why don't they provide earphones in the box2.dont have front face portrait mode3. slow face recognition4. Android Oreo update5. weak network signal tested with other mobiles,5.0
4698,Excellent,Good mobile in this cate carry.but front flash missing,5.0
4699,Simply awesome,this Mobile front camera is good,5.0
4700,Must buy!,Some pros and cons about RN5 Pro..:-1) proximity sensor not working well (bug may be ok after next update)2) camera low light picture in compare to A1But No one can beat Front camera3) Headfone sound is low4) Faceunlock is ok...!! But mi need to improve it..!!Overall i m satisfied with my Rn5 pro and all issues are minor and may be fixed by xiaomi in updatesi lub the most is speaker soumd and clearityFace unlock PerformanceBattery lifeScreen resolutionAnd supports fast charging..!!❤️❤️,5.0
4701,Terrific purchase,"WOW!! Just Wow!!! Superb Phone at this Price. build quality is exceptionally great. Snapdragon 636 is new king of high-midrange smartphones. Performance, battery life all great. Camera still need  some enhancement, don't get me wrong, its good but not best if you compare with Huawei Honor series. I hope Xioami will finetune with future updates.Now give me a minute to praise Flipkart...this was my fisrt order which flipkart delivered within 24 hours at my place. KUDOS Flipkart..All in all great shopping experience with Flipkart..",5.0
4702,Good choice,It is a great feel  but little bit lagging and heat and also data cable is to short makers of cable is full they don't know  or identify the distance between plug and desk.,2.0
4703,Fair,Just ordered it for 500 commission:-P:-P,3.0
4704,Wonderful,Rear camera is not that much good loke A1 but still a better phone than A1,4.0
4705,Perfect product!,"A-grade phone. The built quality is awesome, the 18:9 display is gorgeous, the performance of the phone is top notch, the battery life is immersive & the best part of the phone I liked the most is the cameras (specially front camera). Worth the price.",5.0
4706,Hated it!,very high cost,1.0
4707,Very poor,"design is good,but its too heavy and camera is not like vivo phones offer",1.0
4708,Horrible,der is no finger pattern or finger password as Nokia 5.1plus.. very disappointed vth dat.. without our finger print also others kn  access our Mobil if de know our password or pattrn.. den wats da use of finger print sensor.? der is no finger scanner.. waste of money.. nd com 2 d cam der is no dual side performance at a Tim.. but with Nokia 5.1plus we can take both front and back shots at a time.. der is no font style. only d bst thing in it is battery not more Dan dat..,1.0
4709,Absolute rubbish!,device doesn't have smart view optionmemory card slot not availablecan't select sim cards for callingcan't message from option when we callbattery life okand many more..... can't compare with Samsung Galaxy series of mobiles,1.0
4710,Not recommended at all,"i dont know why the hype is this much, company is not considering the quality, camera is very worse after the update plus i am having issue is volte calls, sometimes person other side the phone can't hear me properly despite having full signal.",1.0
4711,Slightly disappointed,"Screen is too big,You can't use with one hand.. Camera is just ok...",2.0
4712,Fabulous!,Just OK not a better. Over prices,5.0
4713,Super!,1 no products,1.0
4714,Terrible product,waste poor camera quality and battery back up,1.0
4715,Expected a better product,Not good by motherboard,2.0
4716,Could be way better,Over heeting,2.0
4717,Not good,"Worst not value for money, cheap quality, low end plastic dump. flash sale -- Scam.....my recommended don't buy it.",2.0
4718,Just okay,Lenovo K8 Note is far better option at 9000 RupeesCons of Note 5 pro: *Hybrid Sim slot*1.8 ghz(Note 5 pro)  vs 2.2ghz(Lenovo k8 note priced at 9000) *Same basic look as all Mi phone.*Support fast charging but turbo charger not included. Only Thing is good in this phone is battery backup and a good camera for daylight photography. #Overall Not value for money Go for K8 Notesame specs with more powerful processor and dedicated sim tray.,3.0
4719,Horrible,"this is worst experience for the first time from flipcart.  third class phone. hangs,  camera is worst, touch is also very bad.  loss of money,  pls refund my money.",1.0
4720,Fabulous!,very nice,5.0
4721,Good choice,"Too big to hold, and put in jeans, back camera is great, but front is more whitish not showing true colors, phone is great but not value for money, it will be good at 12000rs",4.0
4722,Could be way better,"10 Days into using this phone !Overhyped phone , The hardware is amazing , all the features on paper are amazing, but in reality there should be a good sync between hardware and software to give amazing results , the only reason iphones are so popular, there hardware is basic but the sync with software produces such amazing performance.The user interface is very basic , even if we compare to other android phones, I personally found Honor 7x's interface much more appealing than note 5 pro's.I am no expert at phone who does review for earning , I am just giving my honest review on a product I bought recently.Motorola's 8MP cam can give u better quality pictures than this phone , except the bokkeh effect , which is possible coz of dual camera.I am not complaining about any lags while using it or something , but it just doesn't feel good , the UI doesn't have best looks, it feels so , what do I say, so Chinese !The phone is just a fine piece but with such hardware features, alot could have been done if the software was apt.So I highly recommend against this phone , wanna buy mid range phone , Go phone Honor 7x(Camera in that also is not that impressive) or shed few extra bucks to get Ur hand over any Motorola phones as per Ur choice ! These phones are definitely far more inferior in hardware to note 5 pro , but gives good user experience.Do like the comment for letting me know about Ur support",2.0
